paper_id,title,pmid,doi,year,journal,source_collections,in_current_program,in_hpmi,in_pi_backlog,center,pi_candidates,paper_status
pmid-33306682,Regulation of gene transcription by thyroid hormone receptor β agonists in clinical development for the treatment of non-alcoholic steatohepatitis (NASH).,33306682,10.1371/journal.pone.0240338,2020,PloS one,pi-backlog,no,no,yes,SYBIL,Sumit Chanda,metadata_ingested
pmid-33305155,MicroRNA-125b-5p Regulates Hepatocyte Proliferation During the Termination Phase of Liver Regeneration.,33305155,10.1002/hep4.1597,2020,Hepatology communications,pi-backlog,no,no,yes,HPMI,Melanie Ott,metadata_ingested
pmid-33303586,Genetic interaction mapping informs integrative structure determination of protein complexes.,33303586,10.1126/science.aaz4910,2020,"Science (New York, N.Y.)",hpmi,no,yes,no,HPMI,,metadata_ingested
pmid-33301526,Ophthalmic manifestations and vision impairment in Lassa fever survivors.,33301526,10.1371/journal.pone.0243766,2020,PloS one,pi-backlog,no,no,yes,CViSB,Donald S Grant,metadata_ingested
pmid-33299999,Topoisomerase 1 inhibition therapy protects against SARS-CoV-2-induced inflammation and death in animal models.,33299999,10.1101/2020.12.01.404483,2020,bioRxiv : the preprint server for biology,pi-backlog,no,no,yes,SYBIL,Adolfo Garcia-Sastre;Michael Schotsaert,metadata_ingested
pmid-33298443,Visualizing subcellular rearrangements in intact β cells using soft x-ray tomography.,33298443,10.1126/sciadv.abc8262,2020,Science advances,pi-backlog,no,no,yes,HPMI,Andrej Sali,metadata_ingested
pmid-33296965,Neuromyelitis optica spectrum disorder in China: Quality of life and medical care experience.,33296965,10.1016/j.msard.2020.102542,2020,Multiple sclerosis and related disorders,pi-backlog,no,no,yes,UCLA-Persistent-BSI,Michael Yeaman,metadata_ingested
pmid-33294855,Pre-existing Hemagglutinin Stalk Antibodies Correlate with Protection of Lower Respiratory Symptoms in Flu-Infected Transplant Patients.,33294855,10.1016/j.xcrm.2020.100130,2020,Cell reports. Medicine,pi-backlog,no,no,yes,SYBIL,Adolfo Garcia-Sastre,metadata_ingested
pmid-33292629,A randomised controlled feasibility study of interpersonal art psychotherapy for the treatment of aggression in people with intellectual disabilities in secure care.,33292629,10.1186/s40814-020-00703-0,2020,Pilot and feasibility studies,pi-backlog,no,no,yes,CViSB,Ryan McNamara,metadata_ingested
pmid-33287959,Respiratory tissue-associated commensal bacteria offer therapeutic potential against pneumococcal colonization.,33287959,10.7554/eLife.53581,2020,eLife,pi-backlog,no,no,yes,SYBIL,Michael Schotsaert,metadata_ingested
pmid-33281377,Bridging the Gaps in Health Service Delivery for Truck Drivers of India Through Mobile Medical Units.,33281377,10.4103/ijoem.IJOEM_276_19,2020,Indian journal of occupational and environmental medicine,pi-backlog,no,no,yes,SYBIL,Sumit Chanda,metadata_ingested
pmid-33275899,Modeling Multi-organ Infection by SARS-CoV-2 Using Stem Cell Technology.,33275899,10.1016/j.stem.2020.11.012,2020,Cell stem cell,pi-backlog,no,no,yes,HPMI,Melanie Ott,metadata_ingested
pmid-33259154,Shedding of Viable SARS-CoV-2 after Immunosuppressive Therapy for Cancer.,33259154,10.1056/NEJMc2031670,2020,The New England journal of medicine,pi-backlog,no,no,yes,SYBIL,Adolfo Garcia-Sastre,metadata_ingested
pmid-33257409,Lung transplantation for patients with severe COVID-19.,33257409,10.1126/scitranslmed.abe4282,2020,Science translational medicine,current-program,yes,no,no,,,metadata_ingested
pmid-33243278,Elevated L-threonine is a biomarker for Lassa fever and Ebola.,33243278,10.1186/s12985-020-01459-y,2020,Virology journal,current-program,yes,no,no,,,metadata_ingested
pmid-33241780,"Lassa Fever among Children in Eastern Province, Sierra Leone: A 7-year Retrospective Analysis (2012-2018).",33241780,10.4269/ajtmh.20-0773,2020,The American journal of tropical medicine and hygiene,pi-backlog,no,no,yes,CViSB,Donald S Grant,metadata_ingested
pmid-33232870,Newcastle disease virus (NDV) expressing the spike protein of SARS-CoV-2 as a live virus vaccine candidate.,33232870,10.1016/j.ebiom.2020.103132,2020,EBioMedicine,pi-backlog,no,no,yes,SYBIL,Adolfo Garcia-Sastre,metadata_ingested
pmid-33232663,Androgen Signaling Regulates SARS-CoV-2 Receptor Levels and Is Associated with Severe COVID-19 Symptoms in Men.,33232663,10.1016/j.stem.2020.11.009,2020,Cell stem cell,pi-backlog,no,no,yes,HPMI,Melanie Ott,metadata_ingested
pmid-33231169,COVID-19 research risks ignoring important host genes due to pre-established research patterns.,33231169,10.7554/eLife.61981,2020,eLife,current-program,yes,no,no,,,metadata_ingested
pmid-33226851,"Antimicrobial, antioxidant and anticancer activities of gold nanoparticles green synthesized using Mangifera indica seed aqueous extract.",33226851,10.1080/21691401.2020.1843470,2020,"Artificial cells, nanomedicine, and biotechnology",pi-backlog,no,no,yes,SYBIL,Sumit Chanda,metadata_ingested
pmid-33207184,Compromised Humoral Functional Evolution Tracks with SARS-CoV-2 Mortality.,33207184,10.1016/j.cell.2020.10.052,2020,Cell,current-program,yes,no,no,,,metadata_ingested
pmid-33200140,Physiology of cardiomyocyte injury in COVID-19.,33200140,10.1101/2020.11.10.20229294,2020,medRxiv : the preprint server for health sciences,pi-backlog,no,no,yes,SYBIL,Adolfo Garcia-Sastre,metadata_ingested
pmid-33200139,Epidemiological and immunological features of obesity and SARS-CoV-2.,33200139,10.1101/2020.11.11.20229724,2020,medRxiv : the preprint server for health sciences,current-program,yes,no,no,,,metadata_ingested
pmid-33199924,Senescent cells promote tissue NAD(+) decline during ageing via the activation of CD38(+) macrophages.,33199924,10.1038/s42255-020-00305-3,2020,Nature metabolism,pi-backlog,no,no,yes,HPMI,Melanie Ott,metadata_ingested
pmid-33182279,Development and Assessment of a Pooled Serum as Candidate Standard to Measure Influenza A Virus Group 1 Hemagglutinin Stalk-Reactive Antibodies.,33182279,10.3390/vaccines8040666,2020,Vaccines,pi-backlog,no,no,yes,SYBIL,Adolfo Garcia-Sastre,metadata_ingested
pmid-33172942,Prevalence and predictors of gestational diabetes mellitus in rural Assam: a cross-sectional study using mobile medical units.,33172942,10.1136/bmjopen-2020-037836,2020,BMJ open,pi-backlog,no,no,yes,SYBIL,Sumit Chanda,metadata_ingested
pmid-33171099,Quick COVID-19 Healers Sustain Anti-SARS-CoV-2 Antibody Production.,33171099,10.1016/j.cell.2020.10.051,2020,Cell,current-program,yes,no,no,,,metadata_ingested
pmid-33164482,Resistance-Guided Discovery of Elfamycin Antibiotic Producers with Antigonococcal Activity.,33164482,10.1021/acsinfecdis.0c00467,2020,ACS infectious diseases,pi-backlog,no,no,yes,SYBIL,Rafael Medina,metadata_ingested
pmid-33159066,Epidemiological hypothesis testing using a phylogeographic and phylodynamic framework.,33159066,10.1038/s41467-020-19122-z,2020,Nature communications,current-program,yes,no,no,,,metadata_ingested
pmid-33154106,An ultrapotent synthetic nanobody neutralizes SARS-CoV-2 by stabilizing inactive Spike.,33154106,10.1126/science.abe3255,2020,"Science (New York, N.Y.)",hpmi,no,yes,no,HPMI,,metadata_ingested
pmid-33148654,Liver-expressed Cd302 and Cr1l limit hepatitis C virus cross-species transmission to mice.,33148654,10.1126/sciadv.abd3233,2020,Science advances,pi-backlog,no,no,yes,HPMI,Melanie Ott,metadata_ingested
pmid-33138927,Impact of comorbid mental disorders on outcomes of brief outpatient treatment for DSM-5 alcohol use disorder in older adults.,33138927,10.1016/j.jsat.2020.108143,2020,Journal of substance abuse treatment,pi-backlog,no,no,yes,CViSB,Kristian Andersen,metadata_ingested
pmid-33134500,DNA Methylation Age Is More Closely Associated With Infection Risk Than Chronological Age in Kidney Transplant Recipients.,33134500,10.1097/TXD.0000000000001020,2020,Transplantation direct,pi-backlog,no,no,yes,UCLA-Persistent-BSI,Elaine Reed,metadata_ingested
pmid-33133705,Gastric Outlet Obstruction as the Initial Presentation of Upper Tract Urothelial Carcinoma.,33133705,10.1155/2020/8850062,2020,Case reports in gastrointestinal medicine,pi-backlog,no,no,yes,CViSB,Kristian Andersen,metadata_ingested
pmid-33127906,SARS-CoV-2 viral load is associated with increased disease severity and mortality.,33127906,10.1038/s41467-020-19057-5,2020,Nature communications,current-program,yes,no,no,,,metadata_ingested
pmid-33122310,Cohort profile: a collaborative multicentre study of retinal optical coherence tomography in 539 patients with neuromyelitis optica spectrum disorders (CROCTINO).,33122310,10.1136/bmjopen-2019-035397,2020,BMJ open,pi-backlog,no,no,yes,UCLA-Persistent-BSI,Michael Yeaman,metadata_ingested
pmid-33106810,Sterilizing Immunity against SARS-CoV-2 Infection in Mice by a Single-Shot and Modified Imidazoquinoline TLR7/8 Agonist-Adjuvanted Recombinant Spike Protein Vaccine.,33106810,10.1101/2020.10.23.344085,2020,bioRxiv : the preprint server for biology,pi-backlog,no,no,yes,SYBIL,Adolfo Garcia-Sastre;Michael Schotsaert,metadata_ingested
pmid-33097660,SARS-CoV-2 Orf6 hijacks Nup98 to block STAT nuclear import and antagonize interferon signaling.,33097660,10.1073/pnas.2016650117,2020,Proceedings of the National Academy of Sciences of the United States of America,hpmi,no,yes,no,HPMI,,metadata_ingested
pmid-33096040,Polyreactive Broadly Neutralizing B cells Are Selected to Provide Defense against Pandemic Threat Influenza Viruses.,33096040,10.1016/j.immuni.2020.10.005,2020,Immunity,pi-backlog,no,no,yes,SYBIL,Adolfo Garcia-Sastre,metadata_ingested
pmid-33096023,Predicting Drug Response and Synergy Using a Deep Learning Model of Human Cancer Cells.,33096023,10.1016/j.ccell.2020.09.014,2020,Cancer cell,pi-backlog,no,no,yes,HPMI,Trey Ideker,metadata_ingested
pmid-33095781,Multiscale community detection in Cytoscape.,33095781,10.1371/journal.pcbi.1008239,2020,PLoS computational biology,pi-backlog,no,no,yes,HPMI,Trey Ideker,metadata_ingested
pmid-33079033,Endotheliopathy and Platelet Dysfunction as Hallmarks of Fatal Lassa Fever.,33079033,10.3201/eid2611.191694,2020,Emerging infectious diseases,pi-backlog,no,no,yes,CViSB,Donald S Grant,metadata_ingested
pmid-33073694,Comparison of transgenic and adenovirus hACE2 mouse models for SARS-CoV-2 infection.,33073694,10.1080/22221751.2020.1838955,2020,Emerging microbes & infections,pi-backlog,no,no,yes,SYBIL,Adolfo Garcia-Sastre;Michael Schotsaert,metadata_ingested
pmid-33065067,"Toward Increased Reliability, Transparency, and Accessibility in Cross-linking Mass Spectrometry.",33065067,10.1016/j.str.2020.09.011,2020,"Structure (London, England : 1993)",pi-backlog,no,no,yes,HPMI,Andrej Sali,metadata_ingested
pmid-33060197,Comparative host-coronavirus protein interaction networks reveal pan-viral disease mechanisms.,33060197,10.1126/science.abe9403,2020,"Science (New York, N.Y.)",hpmi,no,yes,no,HPMI,,metadata_ingested
pmid-33052360,"Scalable, effective, and rapid decontamination of SARS-CoV-2 contaminated N95 respirators using germicidal ultra-violet C (UVC) irradiation device.",33052360,10.1101/2020.10.05.20206953,2020,medRxiv : the preprint server for health sciences,pi-backlog,no,no,yes,SYBIL,Adolfo Garcia-Sastre;Michael Schotsaert,metadata_ingested
pmid-33052331,Clofazimine is a broad-spectrum coronavirus inhibitor that antagonizes SARS-CoV-2 replication in primary human cell culture and hamsters.,33052331,10.21203/rs.3.rs-86169/v1,2020,Research square,pi-backlog,no,no,yes,SYBIL,Sumit Chanda,metadata_ingested
pmid-33048162,Dysphagia Lusoria.,33048162,10.7556/jaoa.2020.139,2020,The Journal of the American Osteopathic Association,pi-backlog,no,no,yes,CViSB,Kristian Andersen,metadata_ingested
pmid-33042111,Inhibition of Angiotensin Converting Enzyme Impairs Anti-staphylococcal Immune Function in a Preclinical Model of Implant Infection.,33042111,10.3389/fimmu.2020.01919,2020,Frontiers in immunology,pi-backlog,no,no,yes,UCLA-Persistent-BSI,Michael Yeaman,metadata_ingested
pmid-33037213,Accommodating individual travel history and unsampled diversity in Bayesian phylogeographic inference of SARS-CoV-2.,33037213,10.1038/s41467-020-18877-9,2020,Nature communications,current-program,yes,no,no,,,metadata_ingested
pmid-33028154,"SARS-CoV-2 infection, disease and transmission in domestic cats.",33028154,10.1080/22221751.2020.1833687,2020,Emerging microbes & infections,pi-backlog,no,no,yes,SYBIL,Adolfo Garcia-Sastre,metadata_ingested
pmid-33024967,Functional Landscape of SARS-CoV-2 Cellular Restriction.,33024967,10.1101/2020.09.29.319566,2020,bioRxiv : the preprint server for biology,pi-backlog,no,no,yes,,Adolfo Garcia-Sastre;Trey Ideker,metadata_ingested
pmid-33024571,The Early Positive Approaches to Support (E-PAtS) study: study protocol for a feasibility cluster randomised controlled trial of a group programme (E-PAtS) for family caregivers of young children with intellectual disability.,33024571,10.1186/s40814-020-00689-9,2020,Pilot and feasibility studies,pi-backlog,no,no,yes,CViSB,Ryan McNamara,metadata_ingested
pmid-33016568,Respiratory supercomplexes enhance electron transport by decreasing cytochrome c diffusion distance.,33016568,10.15252/embr.202051015,2020,EMBO reports,pi-backlog,no,no,yes,HPMI,Melanie Ott,metadata_ingested
pmid-33015457,Pyrolysis of Asphaltenes Derived from Residual Oils and Their Thermally Treated Pitch.,33015457,10.1021/acsomega.0c02792,2020,ACS omega,pi-backlog,no,no,yes,SCRIPT,Alan Hauser,metadata_ingested
pmid-33013838,Discovery of Novel Type II Bacteriocins Using a New High-Dimensional Bioinformatic Algorithm.,33013838,10.3389/fimmu.2020.01873,2020,Frontiers in immunology,pi-backlog,no,no,yes,UCLA-Persistent-BSI,Michael Yeaman,metadata_ingested
pmid-33008953,Withdrawal: Rotaviral enterotoxin nonstructural protein 4 targets mitochondria for activation of apoptosis during infection.,33008953,10.1074/jbc.W120.015901,2020,The Journal of biological chemistry,pi-backlog,no,no,yes,SYBIL,Sumit Chanda,metadata_ingested
pmid-32998147,"Everyday Life, Dietary Practices, and Health Conditions of Adult PKU Patients: A Multicenter, Cross-Sectional Study.",32998147,10.1159/000510260,2020,Annals of nutrition & metabolism,pi-backlog,no,no,yes,HPMI,Melanie Ott,metadata_ingested
pmid-32995787,Functional genomic screens identify human host factors for SARS-CoV-2 and common cold coronaviruses.,32995787,10.1101/2020.09.24.312298,2020,bioRxiv : the preprint server for biology,hpmi,no,yes,no,HPMI,,metadata_ingested
pmid-32995785,Introduction of two prolines and removal of the polybasic cleavage site leads to optimal efficacy of a recombinant spike based SARS-CoV-2 vaccine in the mouse model.,32995785,10.1101/2020.09.16.300970,2020,bioRxiv : the preprint server for biology,pi-backlog,no,no,yes,SYBIL,Adolfo Garcia-Sastre;Michael Schotsaert,metadata_ingested
pmid-32994446,Antibodies from Sierra Leonean and Nigerian Lassa fever survivors cross-react with recombinant proteins representing Lassa viruses of divergent lineages.,32994446,10.1038/s41598-020-72539-w,2020,Scientific reports,pi-backlog,no,no,yes,CViSB,Donald S Grant,metadata_ingested
pmid-32989246,SIRT1 is downregulated by autophagy in senescence and ageing.,32989246,10.1038/s41556-020-00579-5,2020,Nature cell biology,pi-backlog,no,no,yes,HPMI,Melanie Ott,metadata_ingested
pmid-32973470,The Contribution of Plasma and Brain Vitamin C on Age and Gender-Related Cognitive Differences: A Mini-Review of the Literature.,32973470,10.3389/fnint.2020.00047,2020,Frontiers in integrative neuroscience,pi-backlog,no,no,yes,HPMI,Andrej Sali,metadata_ingested
pmid-32972995,Inborn errors of type I IFN immunity in patients with life-threatening COVID-19.,32972995,10.1126/science.abd4570,2020,"Science (New York, N.Y.)",pi-backlog,no,no,yes,SYBIL,Adolfo Garcia-Sastre,metadata_ingested
pmid-32972913,Community frailty response service: the ED at your front door.,32972913,10.1136/emermed-2020-210005,2020,Emergency medicine journal : EMJ,pi-backlog,no,no,yes,CViSB,Ryan McNamara,metadata_ingested
pmid-32971614,"Clinical characteristics, predisposing factors, and treatment outcome of Curvularia keratitis.",32971614,10.4103/ijo.IJO_90_20,2020,Indian journal of ophthalmology,pi-backlog,no,no,yes,SYBIL,Sumit Chanda,metadata_ingested
pmid-32967005,Animal models for COVID-19.,32967005,10.1038/s41586-020-2787-6,2020,Nature,pi-backlog,no,no,yes,SYBIL,Adolfo Garcia-Sastre;Michael Schotsaert,metadata_ingested
pmid-32966482,"Selective cell encapsulation, lysis, pico-injection and size-controlled droplet generation using traveling surface acoustic waves in a microfluidic device.",32966482,10.1039/d0lc00723d,2020,Lab on a chip,pi-backlog,no,no,yes,CViSB,Robert Garry,metadata_ingested
pmid-32948375,Emergency Department Management of the Covid-19 Pandemic.,32948375,10.1016/j.jemermed.2020.07.022,2020,The Journal of emergency medicine,pi-backlog,no,no,yes,CViSB,Ryan McNamara,metadata_ingested
pmid-32940904,[Neuroleptic malignant syndrome and serotonin syndrome - severe adverse reactions with psychotropic medications].,32940904,,2020,Lakartidningen,pi-backlog,no,no,yes,HPMI,Melanie Ott,metadata_ingested
pmid-32935117,Gastrointestinal involvement attenuates COVID-19 severity and mortality.,32935117,10.1101/2020.09.07.20187666,2020,medRxiv : the preprint server for health sciences,pi-backlog,no,no,yes,SYBIL,Adolfo Garcia-Sastre,metadata_ingested
pmid-32935097,SARS-CoV-2 infection of human iPSC-derived cardiac cells predicts novel cytopathic features in hearts of COVID-19 patients.,32935097,10.1101/2020.08.25.265561,2020,bioRxiv : the preprint server for biology,pi-backlog,no,no,yes,HPMI,Melanie Ott,metadata_ingested
pmid-32927409,A multiplex polymerase chain reaction assay for antibiotic stewardship in suspected pneumonia.,32927409,10.1016/j.diagmicrobio.2020.115179,2020,Diagnostic microbiology and infectious disease,current-program,yes,no,no,,,metadata_ingested
pmid-32926115,Association of Epigenetic Metrics of Biological Age With Cortical Thickness.,32926115,10.1001/jamanetworkopen.2020.15428,2020,JAMA network open,pi-backlog,no,no,yes,HPMI,Trey Ideker,metadata_ingested
pmid-32923688,Hamiltonian Monte Carlo sampling to estimate past population dynamics using the skygrid coalescent model in a Bayesian phylogenetics framework.,32923688,10.12688/wellcomeopenres.15770.1,2020,Wellcome open research,current-program,yes,no,no,,,metadata_ingested
pmid-32916059,Reproducible Single-Cell Genomic Research in Pulmonary and Critical Care Medicine.,32916059,10.1164/rccm.202008-3073ED,2020,American journal of respiratory and critical care medicine,current-program,yes,no,no,,,metadata_ingested
pmid-32913054,General and robust covalently linked graphene oxide affinity grids for high-resolution cryo-EM.,32913054,10.1073/pnas.2009707117,2020,Proceedings of the National Academy of Sciences of the United States of America,hpmi,no,yes,no,HPMI,,metadata_ingested
pmid-32912998,The emergence of SARS-CoV-2 in Europe and North America.,32912998,10.1126/science.abc8169,2020,"Science (New York, N.Y.)",current-program,yes,no,no,,,metadata_ingested
pmid-32909014,"Development of a qualitative real-time RT-PCR assay for the detection of SARS-CoV-2: A guide and case study in setting up an emergency-use, laboratory-developed molecular assay.",32909014,10.1101/2020.08.26.20157297,2020,medRxiv : the preprint server for health sciences,pi-backlog,no,no,yes,CViSB,Donald S Grant,metadata_ingested
pmid-32909012,Bronchoscopy on Intubated COVID-19 Patients is Associated with Low Infectious Risk to Operators at a High-Volume Center Using an Aerosol-minimizing Protocol.,32909012,10.1101/2020.08.30.20177543,2020,medRxiv : the preprint server for health sciences,current-program,yes,no,no,,,metadata_ingested
pmid-32907984,Broad-Spectrum Antiviral Entry Inhibition by Interfacially Active Peptides.,32907984,10.1128/JVI.01682-20,2020,Journal of virology,current-program,yes,no,no,,,metadata_ingested
pmid-32904272,Endomycobiome associated with females of the planthopper Delphacodes kuscheli (Hemiptera: Delphacidae): A metabarcoding approach.,32904272,10.1016/j.heliyon.2020.e04634,2020,Heliyon,pi-backlog,no,no,yes,SYBIL,Rafael Medina,metadata_ingested
pmid-32897881,Maintenance DNA methylation is essential for regulatory T cell development and stability of suppressive function.,32897881,10.1172/JCI137712,2020,The Journal of clinical investigation,current-program,yes,no,no,,,metadata_ingested
pmid-32892209,Membrane-tethering of cytochrome c accelerates regulated cell death in yeast.,32892209,10.1038/s41419-020-02920-0,2020,Cell death & disease,pi-backlog,no,no,yes,HPMI,Melanie Ott,metadata_ingested
pmid-32888050,"2020 taxonomic update for phylum Negarnaviricota (Riboviria: Orthornavirae), including the large orders Bunyavirales and Mononegavirales.",32888050,10.1007/s00705-020-04731-2,2020,Archives of virology,pi-backlog,no,no,yes,SYBIL,Adolfo Garcia-Sastre,metadata_ingested
pmid-32878931,Evolution of Early SARS-CoV-2 and Cross-Coronavirus Immunity.,32878931,10.1128/mSphere.00622-20,2020,mSphere,current-program,yes,no,no,,,metadata_ingested
pmid-32877643,Molecular Connectivity of Mitochondrial Gene Expression and OXPHOS Biogenesis.,32877643,10.1016/j.molcel.2020.07.024,2020,Molecular cell,pi-backlog,no,no,yes,HPMI,Melanie Ott,metadata_ingested
pmid-32876697,Effect of Hydrocortisone on Mortality and Organ Support in Patients With Severe COVID-19: The REMAP-CAP COVID-19 Corticosteroid Domain Randomized Clinical Trial.,32876697,10.1001/jama.2020.17022,2020,JAMA,pi-backlog,no,no,yes,CViSB,Ryan McNamara,metadata_ingested
pmid-32859633,Fusion of the Lumican (LUM) Gene With the Ubiquitin Specific Peptidase 6 (USP6) Gene in an Aneurysmal Bone Cyst Carrying a t(12;17)(q21;p13) Chromosome Translocation.,32859633,10.21873/cgp.20211,2020,Cancer genomics & proteomics,pi-backlog,no,no,yes,CViSB,Kristian Andersen,metadata_ingested
pmid-32859628,Recurrent Fusion of the GRB2 Associated Binding Protein 1 (GAB1) Gene With ABL Proto-oncogene 1 (ABL1) in Benign Pediatric Soft Tissue Tumors.,32859628,10.21873/cgp.20206,2020,Cancer genomics & proteomics,pi-backlog,no,no,yes,CViSB,Kristian Andersen,metadata_ingested
pmid-32858009,International Perspective on the New 2019 American Thoracic Society/Infectious Diseases Society of America Community-Acquired Pneumonia Guideline: A Critical Appraisal by a Global Expert Panel.,32858009,10.1016/j.chest.2020.07.089,2020,Chest,current-program,yes,no,no,,,metadata_ingested
pmid-32855547,Evaluation of SARS-CoV-2 serology assays reveals a range of test performance.,32855547,10.1038/s41587-020-0659-0,2020,Nature biotechnology,hpmi,no,yes,no,HPMI,,metadata_ingested
pmid-32851183,Epithelial cell-specific loss of function of Miz1 causes a spontaneous COPD-like phenotype and up-regulates Ace2 expression in mice.,32851183,10.1126/sciadv.abb7238,2020,Science advances,current-program,yes,no,no,,,metadata_ingested
pmid-32848210,"HPV E2, E4, E5 drive alternative carcinogenic pathways in HPV positive cancers.",32848210,10.1038/s41388-020-01431-8,2020,Oncogene,pi-backlog,no,no,yes,HPMI,Trey Ideker,metadata_ingested
pmid-32843959,Suicidal and non-suicidal self-injurious behaviour in patients with bipolar disorder and comorbid attention deficit hyperactivity disorder after initiation of central stimulant treatment: a mirror-image study based on the LiSIE retrospective cohort.,32843959,10.1177/2045125320947502,2020,Therapeutic advances in psychopharmacology,pi-backlog,no,no,yes,HPMI,Melanie Ott,metadata_ingested
pmid-32843552,A Genome-Based Model to Predict the Virulence of Pseudomonas aeruginosa Isolates.,32843552,10.1128/mBio.01527-20,2020,mBio,current-program,yes,no,no,,,metadata_ingested
pmid-32841463,Stakeholders' perspectives on models of care in the emergency department and the introduction of health and social care professional teams: A qualitative analysis using World Cafés and interviews.,32841463,10.1111/hex.13033,2020,Health expectations : an international journal of public participation in health care and health policy,pi-backlog,no,no,yes,CViSB,Ryan McNamara,metadata_ingested
pmid-32839770,SARS-CoV-2 ORF9c Is a Membrane-Associated Protein that Suppresses Antiviral Responses in Cells.,32839770,10.1101/2020.08.18.256776,2020,bioRxiv : the preprint server for biology,pi-backlog,no,no,yes,HPMI,Nevan Krogan,metadata_ingested
pmid-32839537,Influenza virus repurposes the antiviral protein IFIT2 to promote translation of viral mRNAs.,32839537,10.1038/s41564-020-0778-x,2020,Nature microbiology,pi-backlog,no,no,yes,SYBIL,Adolfo Garcia-Sastre,metadata_ingested
pmid-32822834,Migratory serpiginous corneal epitheliopathy (MSCE)- details of 4 cases.,32822834,10.1016/j.jtos.2020.08.002,2020,The ocular surface,pi-backlog,no,no,yes,SYBIL,Sumit Chanda,metadata_ingested
pmid-32822681,A novel SUMOylation site in the influenza a virus NS1 protein identified with a highly sensitive FRET assay.,32822681,10.1016/j.jbiotec.2020.08.009,2020,Journal of biotechnology,pi-backlog,no,no,yes,SYBIL,Adolfo Garcia-Sastre,metadata_ingested
pmid-32818741,The influence of macro-textural designs over implant surface on bone on-growth: A computational mechanobiology based study.,32818741,10.1016/j.compbiomed.2020.103937,2020,Computers in biology and medicine,pi-backlog,no,no,yes,SYBIL,Sumit Chanda,metadata_ingested
pmid-32818433,Next-Generation Surrogate Wnts Support Organoid Growth and Deconvolute Frizzled Pleiotropy In Vivo.,32818433,10.1016/j.stem.2020.07.020,2020,Cell stem cell,pi-backlog,no,no,yes,HPMI,Melanie Ott,metadata_ingested
pmid-32817938,An ultra-potent synthetic nanobody neutralizes SARS-CoV-2 by locking Spike into an inactive conformation.,32817938,10.1101/2020.08.08.238469,2020,bioRxiv : the preprint server for biology,pi-backlog,no,no,yes,,Adolfo Garcia-Sastre;Melanie Ott,metadata_ingested
pmid-32816429,Paediatric Head Injury and Traumatic Brain Injury.,32816429,,2020,Irish medical journal,pi-backlog,no,no,yes,CViSB,Ryan McNamara,metadata_ingested
pmid-32807807,Deployable CRISPR-Cas13a diagnostic tools to detect and report Ebola and Lassa virus cases in real-time.,32807807,10.1038/s41467-020-17994-9,2020,Nature communications,pi-backlog,no,no,yes,CViSB,Donald S Grant,metadata_ingested
pmid-32803512,"Evaluation of Terpene-Volatile Compounds Repellent to the Coffee Berry Borer, Hypothenemus hampei (Ferrari) (Coleoptera: Curculionidae).",32803512,10.1007/s10886-020-01202-5,2020,Journal of chemical ecology,pi-backlog,no,no,yes,SYBIL,Rafael Medina,metadata_ingested
pmid-32789184,COVID-19 and the next influenza season.,32789184,10.1126/sciadv.abd0086,2020,Science advances,current-program,yes,no,no,,,metadata_ingested
pmid-32785687,Crippling life support for SARS-CoV-2 and other viruses through synthetic lethality.,32785687,10.1083/jcb.202006159,2020,The Journal of cell biology,hpmi,no,yes,no,HPMI,,metadata_ingested
pmid-32783920,Distinct Early Serological Signatures Track with SARS-CoV-2 Survival.,32783920,10.1016/j.immuni.2020.07.020,2020,Immunity,current-program,yes,no,no,,,metadata_ingested
pmid-32778820,Structural basis for STAT2 suppression by flavivirus NS5.,32778820,10.1038/s41594-020-0472-y,2020,Nature structural & molecular biology,pi-backlog,no,no,yes,SYBIL,Adolfo Garcia-Sastre,metadata_ingested
pmid-32766572,A Newcastle disease virus (NDV) expressing membrane-anchored spike as a cost-effective inactivated SARS-CoV-2 vaccine.,32766572,10.1101/2020.07.30.229120,2020,bioRxiv : the preprint server for biology,pi-backlog,no,no,yes,SYBIL,Adolfo Garcia-Sastre,metadata_ingested
pmid-32763915,A molecular pore spans the double membrane of the coronavirus replication organelle.,32763915,10.1126/science.abd3629,2020,"Science (New York, N.Y.)",hpmi,no,yes,no,HPMI,,metadata_ingested
pmid-32759917,"Increase in Antiretroviral Therapy Enrollment Among Persons with HIV Infection During the Lusaka HIV Treatment Surge - Lusaka Province, Zambia, January 2018-June 2019.",32759917,10.15585/mmwr.mm6931a4,2020,MMWR. Morbidity and mortality weekly report,pi-backlog,no,no,yes,SYBIL,Sumit Chanda,metadata_ingested
pmid-32755751,"Dissecting the antibody-OME: past, present, and future.",32755751,10.1016/j.coi.2020.06.003,2020,Current opinion in immunology,current-program,yes,no,no,,,metadata_ingested
pmid-32753407,High-throughput investigation of molecular and cellular biomarkers in NMOSD.,32753407,10.1212/NXI.0000000000000852,2020,Neurology(R) neuroimmunology & neuroinflammation,pi-backlog,no,no,yes,UCLA-Persistent-BSI,Michael Yeaman,metadata_ingested
pmid-32747391,Pathogenesis of COVID-19-induced ARDS: implications for an ageing population.,32747391,10.1183/13993003.02049-2020,2020,The European respiratory journal,current-program,yes,no,no,,,metadata_ingested
