paper_id,title,pmid,doi,year,journal,source_collections,in_current_program,in_hpmi,in_pi_backlog,center,pi_candidates,paper_status
pmid-32744212,Widowhood and mortality: a Danish nationwide register-based cohort study.,32744212,10.1017/S2045796020000591,2020,Epidemiology and psychiatric sciences,pi-backlog,no,no,yes,CViSB,Kristian Andersen,metadata_ingested
pmid-32743571,Newcastle disease virus (NDV) expressing the spike protein of SARS-CoV-2 as vaccine candidate.,32743571,10.1101/2020.07.26.221861,2020,bioRxiv : the preprint server for biology,pi-backlog,no,no,yes,SYBIL,Adolfo Garcia-Sastre,metadata_ingested
pmid-32732306,Genome-Wide Dynamic Evaluation of the UV-Induced DNA Damage Response.,32732306,10.1534/g3.120.401417,2020,"G3 (Bethesda, Md.)",pi-backlog,no,no,yes,HPMI,Trey Ideker,metadata_ingested
pmid-32730479,[Humoral immune response induced by influenza vaccine in children with acute lymphoblastic leukemia].,32730479,10.4067/s0716-10182020000200138,2020,Revista chilena de infectologia : organo oficial de la Sociedad Chilena de Infectologia,pi-backlog,no,no,yes,SYBIL,Rafael Medina,metadata_ingested
pmid-32722715,"Estimation of SARS-CoV-2 mortality during the early stages of an epidemic: A modeling study in Hubei, China, and six regions in Europe.",32722715,10.1371/journal.pmed.1003189,2020,PLoS medicine,pi-backlog,no,no,yes,SCRIPT,Alan Hauser,metadata_ingested
pmid-32721947,Profiling of patients with glioma reveals the dominant immunosuppressive axis is refractory to immune function restoration.,32721947,10.1172/jci.insight.134386,2020,JCI insight,pi-backlog,no,no,yes,HPMI,Melanie Ott,metadata_ingested
pmid-32720752,Impaired phagocytic function in CX3CR1(+) tissue-resident skeletal muscle macrophages prevents muscle recovery after influenza A virus-induced pneumonia in old mice.,32720752,10.1111/acel.13180,2020,Aging cell,current-program,yes,no,no,,,metadata_ingested
pmid-32719457,Structural basis of CD4 downregulation by HIV-1 Nef.,32719457,10.1038/s41594-020-0463-z,2020,Nature structural & molecular biology,hpmi,no,yes,no,HPMI,,metadata_ingested
pmid-32719439,microRNA-93-5p promotes hepatocellular carcinoma progression via a microRNA-93-5p/MAP3K2/c-Jun positive feedback circuit.,32719439,10.1038/s41388-020-01401-0,2020,Oncogene,pi-backlog,no,no,yes,HPMI,Melanie Ott,metadata_ingested
pmid-32713613,"Corrigendum to ""CXCR7: A key neuroprotective molecule against alarmin HMGB1 mediated CNS pathophysiology and subsequent memory impairment"" [Brain Behav. Immun. 82 (2019) 319-337].",32713613,10.1016/j.bbi.2020.07.020,2020,"Brain, behavior, and immunity",pi-backlog,no,no,yes,SYBIL,Sumit Chanda,metadata_ingested
pmid-32707573,Discovery of SARS-CoV-2 antiviral drugs through large-scale compound repurposing.,32707573,10.1038/s41586-020-2577-1,2020,Nature,pi-backlog,no,no,yes,SYBIL,Adolfo Garcia-Sastre;Michael Schotsaert,metadata_ingested
pmid-32702719,"COVID-19: Famotidine, Histamine, Mast Cells, and Mechanisms.",32702719,10.21203/rs.3.rs-30934/v3,2020,Research square,pi-backlog,no,no,yes,SYBIL,Adolfo Garcia-Sastre,metadata_ingested
pmid-32692317,Residual endotoxin induces primary graft dysfunction through ischemia/reperfusion-primed alveolar macrophages.,32692317,10.1172/JCI135838,2020,The Journal of clinical investigation,pi-backlog,no,no,yes,SCRIPT,Alan Hauser,metadata_ingested
pmid-32680503,Implementing a community model of early pregnancy care.,32680503,10.1186/s12913-020-05524-8,2020,BMC health services research,pi-backlog,no,no,yes,CViSB,Ryan McNamara,metadata_ingested
pmid-32676603,Comparison of Transgenic and Adenovirus hACE2 Mouse Models for SARS-CoV-2 Infection.,32676603,10.1101/2020.07.06.190066,2020,bioRxiv : the preprint server for biology,pi-backlog,no,no,yes,SYBIL,Adolfo Garcia-Sastre;Michael Schotsaert,metadata_ingested
pmid-32670177,Epidemiology of Neuromyelitis Optica Spectrum Disorder and Its Prevalence and Incidence Worldwide.,32670177,10.3389/fneur.2020.00501,2020,Frontiers in neurology,pi-backlog,no,no,yes,UCLA-Persistent-BSI,Michael Yeaman,metadata_ingested
pmid-32663348,Current Status of COVID-19 (Pre)Clinical Vaccine Development.,32663348,10.1002/anie.202008319,2020,Angewandte Chemie (International ed. in English),pi-backlog,no,no,yes,SYBIL,Adolfo Garcia-Sastre;Michael Schotsaert,metadata_ingested
pmid-32651541,MDM2 inhibition: an important step forward in cancer therapy.,32651541,10.1038/s41375-020-0949-z,2020,Leukemia,pi-backlog,no,no,yes,HPMI,Melanie Ott,metadata_ingested
pmid-32645325,The Global Phosphorylation Landscape of SARS-CoV-2 Infection.,32645325,10.1016/j.cell.2020.06.034,2020,Cell,hpmi,no,yes,no,HPMI,,metadata_ingested
pmid-32635475,STAT2 Limits Host Species Specificity of Human Metapneumovirus.,32635475,10.3390/v12070724,2020,Viruses,pi-backlog,no,no,yes,SYBIL,Adolfo Garcia-Sastre,metadata_ingested
pmid-32620586,Breathing fresh air into respiratory research with single-cell RNA sequencing.,32620586,10.1183/16000617.0060-2020,2020,European respiratory review : an official journal of the European Respiratory Society,current-program,yes,no,no,,,metadata_ingested
pmid-32619550,Quantitative Translation of Dog-to-Human Aging by Conserved Remodeling of the DNA Methylome.,32619550,10.1016/j.cels.2020.06.006,2020,Cell systems,pi-backlog,no,no,yes,HPMI,Trey Ideker,metadata_ingested
pmid-32617370,"A Recent Human Immunodeficiency Virus Outbreak Among People Who Inject Drugs in Munich, Germany, Is Associated With Consumption of Synthetic Cathinones.",32617370,10.1093/ofid/ofaa192,2020,Open forum infectious diseases,pi-backlog,no,no,yes,SCRIPT,Alan Hauser,metadata_ingested
pmid-32609537,Age-Dependent Differences in T-Cell Responses to Influenza A Virus.,32609537,10.1165/rcmb.2020-0169TR,2020,American journal of respiratory cell and molecular biology,current-program,yes,no,no,,,metadata_ingested
pmid-32606243,Turning up the heat on HIV-1.,32606243,10.1073/pnas.2010212117,2020,Proceedings of the National Academy of Sciences of the United States of America,pi-backlog,no,no,yes,HPMI,Melanie Ott,metadata_ingested
pmid-32605912,Radiation with STAT3 Blockade Triggers Dendritic Cell-T cell Interactions in the Glioma Microenvironment and Therapeutic Efficacy.,32605912,10.1158/1078-0432.CCR-19-4092,2020,Clinical cancer research : an official journal of the American Association for Cancer Research,pi-backlog,no,no,yes,HPMI,Melanie Ott,metadata_ingested
pmid-32604762,Live Visualization of Hemagglutinin Dynamics During Infection by Using a Novel Reporter Influenza A Virus.,32604762,10.3390/v12060687,2020,Viruses,pi-backlog,no,no,yes,SYBIL,Adolfo Garcia-Sastre,metadata_ingested
pmid-32596695,"Accommodating individual travel history, global mobility, and unsampled diversity in phylogeography: a SARS-CoV-2 case study.",32596695,10.1101/2020.06.22.165464,2020,bioRxiv : the preprint server for biology,current-program,yes,no,no,,,metadata_ingested
pmid-32592816,Coronavirus disease 2019 (COVID-19) hospitalized patients with acute kidney injury treated with acute peritoneal dialysis do not have infectious peritoneal dialysis effluent.,32592816,10.1016/j.kint.2020.06.012,2020,Kidney international,pi-backlog,no,no,yes,SYBIL,Adolfo Garcia-Sastre,metadata_ingested
pmid-32592471,The First Draft Genome Assembly of Snow Sheep (Ovis nivicola).,32592471,10.1093/gbe/evaa124,2020,Genome biology and evolution,pi-backlog,no,no,yes,SCRIPT,Alan Hauser,metadata_ingested
pmid-32587977,Identifying persistent structures in multiscale 'omics data.,32587977,10.1101/2020.06.16.151555,2020,bioRxiv : the preprint server for biology,pi-backlog,no,no,yes,HPMI,Trey Ideker,metadata_ingested
pmid-32585083,An In Vitro Microneutralization Assay for SARS-CoV-2 Serology and Drug Screening.,32585083,10.1002/cpmc.108,2020,Current protocols in microbiology,pi-backlog,no,no,yes,SYBIL,Adolfo Garcia-Sastre,metadata_ingested
pmid-32582220,"Non-sterilizing, Infection-Permissive Vaccination With Inactivated Influenza Virus Vaccine Reshapes Subsequent Virus Infection-Induced Protective Heterosubtypic Immunity From Cellular to Humoral Cross-Reactive Immune Responses.",32582220,10.3389/fimmu.2020.01166,2020,Frontiers in immunology,pi-backlog,no,no,yes,SYBIL,Adolfo Garcia-Sastre;Michael Schotsaert,metadata_ingested
pmid-32576583,Fusion of the COL4A5 Gene With NR2F2-AS1 in a Hemangioma Carrying a t(X;15)(q22;q26) Chromosomal Translocation.,32576583,10.21873/cgp.20197,2020,Cancer genomics & proteomics,pi-backlog,no,no,yes,CViSB,Kristian Andersen,metadata_ingested
pmid-32568661,Persistence of Severe Acute Respiratory Syndrome Coronavirus 2 in Aerosol Suspensions.,32568661,10.3201/eid2609.201806,2020,Emerging infectious diseases,current-program,yes,no,no,,,metadata_ingested
pmid-32561442,Treatment of Community-Acquired Pneumonia in Immunocompromised Adults: A Consensus Statement Regarding Initial Strategies.,32561442,10.1016/j.chest.2020.05.598,2020,Chest,current-program,yes,no,no,,,metadata_ingested
pmid-32559462,Hybrid Gene Origination Creates Human-Virus Chimeric Proteins during Infection.,32559462,10.1016/j.cell.2020.05.035,2020,Cell,pi-backlog,no,no,yes,,Adolfo Garcia-Sastre;Nevan Krogan,metadata_ingested
pmid-32554594,Measles virus and rinderpest virus divergence dated to the sixth century BCE.,32554594,10.1126/science.aba9411,2020,"Science (New York, N.Y.)",current-program,yes,no,no,,,metadata_ingested
pmid-32554515,Anti-PD-1 Induces M1 Polarization in the Glioma Microenvironment and Exerts Therapeutic Efficacy in the Absence of CD8 Cytotoxic T Cells.,32554515,10.1158/1078-0432.CCR-19-4110,2020,Clinical cancer research : an official journal of the American Association for Cancer Research,pi-backlog,no,no,yes,HPMI,Melanie Ott,metadata_ingested
pmid-32550242,SARS-CoV-2 Entry Genes Are Most Highly Expressed in Nasal Goblet and Ciliated Cells within Human Airways.,32550242,,2020,ArXiv,current-program,yes,no,no,,,metadata_ingested
pmid-32547508,Fungal Mitogenomes: Relevant Features to Planning Plant Disease Management.,32547508,10.3389/fmicb.2020.00978,2020,Frontiers in microbiology,pi-backlog,no,no,yes,SYBIL,Rafael Medina,metadata_ingested
pmid-32547241,"Increasing Incidence and Prevalence of Acquired Hemolytic Anemias in Denmark, 1980-2016.",32547241,10.2147/CLEP.S250250,2020,Clinical epidemiology,pi-backlog,no,no,yes,CViSB,Kristian Andersen,metadata_ingested
pmid-32547240,"Prevalence of Congenital Hemolytic Disorders in Denmark, 2000-2016.",32547240,10.2147/CLEP.S250251,2020,Clinical epidemiology,pi-backlog,no,no,yes,CViSB,Kristian Andersen,metadata_ingested
pmid-32546784,Author Correction: Microbiome disturbance and resilience dynamics of the upper respiratory tract during influenza A virus infection.,32546784,10.1038/s41467-020-17020-y,2020,Nature communications,pi-backlog,no,no,yes,SYBIL,Adolfo Garcia-Sastre,metadata_ingested
pmid-32546721,A cross-reactive mouse monoclonal antibody against rhinovirus mediates phagocytosis in vitro.,32546721,10.1038/s41598-020-66600-x,2020,Scientific reports,pi-backlog,no,no,yes,SYBIL,Michael Schotsaert,metadata_ingested
pmid-32541947,FOXO1 promotes HIV latency by suppressing ER stress in T cells.,32541947,10.1038/s41564-020-0742-9,2020,Nature microbiology,pi-backlog,no,no,yes,HPMI,Melanie Ott,metadata_ingested
pmid-32540903,Isolation of potent SARS-CoV-2 neutralizing antibodies and protection from disease in a small animal model.,32540903,10.1126/science.abc7520,2020,"Science (New York, N.Y.)",current-program,yes,no,no,,,metadata_ingested
pmid-32526202,Enhancer Reprogramming within Pre-existing Topologically Associated Domains Promotes TGF-β-Induced EMT and Cancer Metastasis.,32526202,10.1016/j.ymthe.2020.05.026,2020,Molecular therapy : the journal of the American Society of Gene Therapy,pi-backlog,no,no,yes,HPMI,Andrej Sali,metadata_ingested
pmid-32522852,A Genome-Wide CRISPR-Cas9 Screen Reveals the Requirement of Host Cell Sulfation for Schmallenberg Virus Infection.,32522852,10.1128/JVI.00752-20,2020,Journal of virology,pi-backlog,no,no,yes,SYBIL,Adolfo Garcia-Sastre,metadata_ingested
pmid-32516884,Newcastle Disease Virus (NDV) Oncolytic Activity in Human Glioma Tumors Is Dependent on CDKN2A-Type I IFN Gene Cluster Codeletion.,32516884,10.3390/cells9061405,2020,Cells,pi-backlog,no,no,yes,SYBIL,Adolfo Garcia-Sastre,metadata_ingested
pmid-32513865,Genomic surveillance reveals multiple introductions of SARS-CoV-2 into Northern California.,32513865,10.1126/science.abb9263,2020,"Science (New York, N.Y.)",current-program,yes,no,no,,,metadata_ingested
pmid-32513037,Subjective health-related quality of life in community-dwelling middle-aged and older adults with early-onset schizophrenia.,32513037,10.1080/08039488.2020.1769186,2020,Nordic journal of psychiatry,pi-backlog,no,no,yes,CViSB,Kristian Andersen,metadata_ingested
pmid-32511566,"Early Safety Indicators of COVID-19 Convalescent Plasma in 5,000 Patients.",32511566,10.1101/2020.05.12.20099879,2020,medRxiv : the preprint server for health sciences,pi-backlog,no,no,yes,CViSB,Kristian Andersen,metadata_ingested
pmid-32511558,A Unique Clade of SARS-CoV-2 Viruses is Associated with Lower Viral Loads in Patient Upper Airways.,32511558,10.1101/2020.05.19.20107144,2020,medRxiv : the preprint server for health sciences,current-program,yes,no,no,,,metadata_ingested
pmid-32511541,Determinants of Severity in Cancer Patients with COVID-19 Illness.,32511541,10.1101/2020.05.04.20086322,2020,medRxiv : the preprint server for health sciences,pi-backlog,no,no,yes,HPMI,Michael Glickman,metadata_ingested
pmid-32511441,A serological assay to detect SARS-CoV-2 seroconversion in humans.,32511441,10.1101/2020.03.17.20037713,2020,medRxiv : the preprint server for health sciences,pi-backlog,no,no,yes,SYBIL,Adolfo Garcia-Sastre,metadata_ingested
pmid-32511433,Comparative dynamic aerosol efficiencies of three emergent coronaviruses and the unusual persistence of SARS-CoV-2 in aerosol suspensions.,32511433,10.1101/2020.04.13.20063784,2020,medRxiv : the preprint server for health sciences,current-program,yes,no,no,,,metadata_ingested
pmid-32511416,The emergence of SARS-CoV-2 in Europe and the US.,32511416,10.1101/2020.05.21.109322,2020,bioRxiv : the preprint server for biology,current-program,yes,no,no,,,metadata_ingested
pmid-32511357,A Large-scale Drug Repositioning Survey for SARS-CoV-2 Antivirals.,32511357,10.1101/2020.04.16.044016,2020,bioRxiv : the preprint server for biology,pi-backlog,no,no,yes,SYBIL,Adolfo Garcia-Sastre,metadata_ingested
pmid-32511329,A SARS-CoV-2-Human Protein-Protein Interaction Map Reveals Drug Targets and Potential Drug-Repurposing.,32511329,10.1101/2020.03.22.002386,2020,bioRxiv : the preprint server for biology,hpmi,no,yes,no,HPMI,,metadata_ingested
pmid-32497171,Cross-linking of bovine rhodopsin with sulfosuccinimidyl 4-(N maleimidomethyl)cyclohexane-1-carboxylate affects its functionality.,32497171,10.1042/BCJ20200376,2020,The Biochemical journal,pi-backlog,no,no,yes,SYBIL,Rafael Medina,metadata_ingested
pmid-32478580,The gallbladder and vermiform appendix influence the assemblage of intestinal microorganisms.,32478580,10.2217/fmb-2019-0325,2020,Future microbiology,pi-backlog,no,no,yes,HPMI,Andrej Sali,metadata_ingested
pmid-32477488,The effects of knee arthroplasty on plasma vitamin C concentrations and cognitive function: a case study.,32477488,10.1093/jscr/rjaa111,2020,Journal of surgical case reports,pi-backlog,no,no,yes,HPMI,Andrej Sali,metadata_ingested
pmid-32471856,Introductions and early spread of SARS-CoV-2 in the New York City area.,32471856,10.1126/science.abc1917,2020,"Science (New York, N.Y.)",pi-backlog,no,no,yes,SYBIL,Adolfo Garcia-Sastre,metadata_ingested
pmid-32458974,Gradients Do Grow on Trees: A Linear-Time O(N)-Dimensional Gradient for Statistical Phylogenetics.,32458974,10.1093/molbev/msaa130,2020,Molecular biology and evolution,current-program,yes,no,no,,,metadata_ingested
pmid-32457420,Field evaluation of a Pan-Lassa rapid diagnostic test during the 2018 Nigerian Lassa fever outbreak.,32457420,10.1038/s41598-020-65736-0,2020,Scientific reports,current-program,yes,no,no,,,metadata_ingested
pmid-32444466,The Landscape of Human Cancer Proteins Targeted by SARS-CoV-2.,32444466,10.1158/2159-8290.CD-20-0559,2020,Cancer discovery,hpmi,no,yes,no,HPMI,,metadata_ingested
pmid-32439901,Microbiome disturbance and resilience dynamics of the upper respiratory tract during influenza A virus infection.,32439901,10.1038/s41467-020-16429-9,2020,Nature communications,pi-backlog,no,no,yes,SYBIL,Adolfo Garcia-Sastre,metadata_ingested
